suite,task,subset,model,metric,point,ci_low,ci_high,stderr,n,method
DPLM,co_generation,length_100,DPLM-2-Bit,bb_tmscore,0.5199223259402421,0.5163505389786053,0.5245758340557021,0.0021641813615342906,50,bootstrap
DPLM,co_generation,length_100,DPLM-2-Bit,ca_rmsd,27.62176858701347,27.176603072620352,27.97415852776841,0.20488192101082225,50,bootstrap
DPLM,co_generation,length_100,DPLM-2-Bit,mean_plddt,89.0995118713379,86.81655442047118,91.00499573898315,1.0914209620760678,50,bootstrap
DPLM,co_generation,length_100,DPRM-DPLM-2-Bit,bb_tmscore,0.31030194699478136,0.3029997227585786,0.3177087425274187,0.0037286331298471706,50,bootstrap
DPLM,co_generation,length_100,DPRM-DPLM-2-Bit,ca_rmsd,5.205521834326669,4.877343262403644,5.639485206573674,0.1881986666807604,50,bootstrap
DPLM,co_generation,length_100,DPRM-DPLM-2-Bit,mean_plddt,81.55054840087891,77.53460869598389,84.66677882003785,1.8018475780658703,50,bootstrap
DPLM,co_generation,length_100,DPRM-DPLM-2-Bit - DPLM-2-Bit,bb_tmscore_delta,-0.20962037894546076,-0.21813145347387577,-0.2013778155960027,0.00431361334749345,50,independent_bootstrap
DPLM,co_generation,length_100,DPRM-DPLM-2-Bit - DPLM-2-Bit,ca_rmsd_delta,-22.416246752686803,-22.909322932272143,-21.82263524748126,0.27571457701852736,50,independent_bootstrap
DPLM,co_generation,length_100,DPRM-DPLM-2-Bit - DPLM-2-Bit,mean_plddt_delta,-7.548963470458986,-11.858799873352055,-3.8252042846679744,2.053773621807118,50,independent_bootstrap
DPLM,co_generation,length_200,DPLM-2-Bit,bb_tmscore,0.4564457762180436,0.4315970586349856,0.4795375010747164,0.012245736411569898,50,bootstrap
DPLM,co_generation,length_200,DPLM-2-Bit,ca_rmsd,65.61245578313081,60.08489692263154,70.76260994735239,2.7152294217382122,50,bootstrap
DPLM,co_generation,length_200,DPLM-2-Bit,mean_plddt,75.39509429931641,70.39651176071168,80.02653638076782,2.4480294231921036,50,bootstrap
DPLM,co_generation,length_200,DPRM-DPLM-2-Bit,bb_tmscore,0.3072593163383409,0.3042610231302366,0.31013364709784624,0.0014675349206036167,50,bootstrap
DPLM,co_generation,length_200,DPRM-DPLM-2-Bit,ca_rmsd,7.894418674634762,7.280707923032459,8.479451144060945,0.30914621421608385,50,bootstrap
DPLM,co_generation,length_200,DPRM-DPLM-2-Bit,mean_plddt,51.650777130126954,44.94387152671814,58.49763853263855,3.494570025472302,50,bootstrap
DPLM,co_generation,length_200,DPRM-DPLM-2-Bit - DPLM-2-Bit,bb_tmscore_delta,-0.1491864598797027,-0.17270355613875654,-0.12544574529592606,0.012199873287146699,50,independent_bootstrap
DPLM,co_generation,length_200,DPRM-DPLM-2-Bit - DPLM-2-Bit,ca_rmsd_delta,-57.71803710849605,-63.08167446128012,-52.12907190832767,2.756192426642797,50,independent_bootstrap
DPLM,co_generation,length_200,DPRM-DPLM-2-Bit - DPLM-2-Bit,mean_plddt_delta,-23.744317169189458,-31.915453725814817,-15.196599445343018,4.2946879933284166,50,independent_bootstrap
DPLM,co_generation,length_300,DPLM-2-Bit,bb_tmscore,0.41082552631073077,0.3910648696183059,0.4278700511030311,0.009346161333888858,50,bootstrap
DPLM,co_generation,length_300,DPLM-2-Bit,ca_rmsd,87.6752173522432,81.02844632961428,94.15431496104272,3.350752061726646,50,bootstrap
DPLM,co_generation,length_300,DPLM-2-Bit,mean_plddt,60.991302490234375,59.00425852775574,63.22426457595825,1.0782425661933386,50,bootstrap
DPLM,co_generation,length_300,DPRM-DPLM-2-Bit,bb_tmscore,0.3223039535477545,0.32102775674413353,0.32357169435847594,0.0006512204258036423,50,bootstrap
DPLM,co_generation,length_300,DPRM-DPLM-2-Bit,ca_rmsd,7.1670973438604,6.294605906117217,8.056428940451015,0.4499476687330053,50,bootstrap
DPLM,co_generation,length_300,DPRM-DPLM-2-Bit,mean_plddt,56.86825542449951,50.12252159500122,63.45442903327942,3.4121710856880063,50,bootstrap
DPLM,co_generation,length_300,DPRM-DPLM-2-Bit - DPLM-2-Bit,bb_tmscore_delta,-0.08852157276297629,-0.10600976919150719,-0.06870703749279398,0.009381830230700102,50,independent_bootstrap
DPLM,co_generation,length_300,DPRM-DPLM-2-Bit - DPLM-2-Bit,ca_rmsd_delta,-80.50812000838279,-87.14229002689663,-73.95382986019885,3.367851933394295,50,independent_bootstrap
DPLM,co_generation,length_300,DPRM-DPLM-2-Bit - DPLM-2-Bit,mean_plddt_delta,-4.123047065734866,-11.208338983535768,2.8203540143966648,3.6425429321306613,50,independent_bootstrap
DPLM,co_generation,length_400,DPLM-2-Bit,bb_tmscore,0.32968349040413936,0.32181313933756056,0.33689358909011713,0.0038049881087357045,50,bootstrap
DPLM,co_generation,length_400,DPLM-2-Bit,ca_rmsd,78.65244469242955,73.15033296133402,84.14862667993326,2.8208537410652648,50,bootstrap
DPLM,co_generation,length_400,DPLM-2-Bit,mean_plddt,57.41484886169434,55.87810504722595,58.9400188331604,0.7823147163939743,50,bootstrap
DPLM,co_generation,length_400,DPRM-DPLM-2-Bit,bb_tmscore,0.3119876072681304,0.3085445603796974,0.31547587242674713,0.0017857189688436936,50,bootstrap
DPLM,co_generation,length_400,DPRM-DPLM-2-Bit,ca_rmsd,7.6265190508637435,7.029558632418499,8.228828399804335,0.31145260911521977,50,bootstrap
DPLM,co_generation,length_400,DPRM-DPLM-2-Bit,mean_plddt,53.44006103515625,47.01787337875366,60.272155326843254,3.401405374357928,50,bootstrap
DPLM,co_generation,length_400,DPRM-DPLM-2-Bit - DPLM-2-Bit,bb_tmscore_delta,-0.01769588313600895,-0.025560017774377247,-0.009178018858525917,0.004202012961817219,50,independent_bootstrap
DPLM,co_generation,length_400,DPRM-DPLM-2-Bit - DPLM-2-Bit,ca_rmsd_delta,-71.0259256415658,-76.5509951181373,-65.50102644635898,2.7851825956848404,50,independent_bootstrap
DPLM,co_generation,length_400,DPRM-DPLM-2-Bit - DPLM-2-Bit,mean_plddt_delta,-3.9747878265380905,-10.736787803649898,2.9251329612731958,3.465714477092464,50,independent_bootstrap
DPLM,co_generation,length_500,DPLM-2-Bit,bb_tmscore,0.31449303833969594,0.3080333685518473,0.32073874547572323,0.003293824018764326,50,bootstrap
DPLM,co_generation,length_500,DPLM-2-Bit,ca_rmsd,74.07099481458184,68.27827350519003,79.91597349043231,2.9986765033746137,50,bootstrap
DPLM,co_generation,length_500,DPLM-2-Bit,mean_plddt,54.55755035400391,53.45253598976135,55.66135716629028,0.5564701814632945,50,bootstrap
DPLM,co_generation,length_500,DPRM-DPLM-2-Bit,bb_tmscore,0.3519210081251171,0.3478513623082883,0.3559545547352136,0.0020448074039745353,50,bootstrap
DPLM,co_generation,length_500,DPRM-DPLM-2-Bit,ca_rmsd,7.86040504884046,7.266076310013319,8.456748861672517,0.3073155747998441,50,bootstrap
DPLM,co_generation,length_500,DPRM-DPLM-2-Bit,mean_plddt,58.44198196411133,51.28802608299256,65.82229816246031,3.7242704781225746,50,bootstrap
DPLM,co_generation,length_500,DPRM-DPLM-2-Bit - DPLM-2-Bit,bb_tmscore_delta,0.03742796978542118,0.029955616689736616,0.045031062464846165,0.0038234862601070493,50,independent_bootstrap
DPLM,co_generation,length_500,DPRM-DPLM-2-Bit - DPLM-2-Bit,ca_rmsd_delta,-66.21058976574137,-72.20952919619968,-60.40018473700147,3.019385876853394,50,independent_bootstrap
DPLM,co_generation,length_500,DPRM-DPLM-2-Bit - DPLM-2-Bit,mean_plddt_delta,3.88443161010742,-3.2816347656249953,11.351745840072631,3.711961673718814,50,independent_bootstrap
